Query,Response,neg,neu,pos,compound
i dont like my job,what do you do,0.413,0.587,0.0,-0.2755
what do you do,im a babysitter,0.0,1.0,0.0,0.0
im a babysitter,is that a lot of work,0.0,1.0,0.0,0.0
is that a lot of work,babies cry all the time,0.0,1.0,0.0,0.0
babies cry all the time,you have to change their diapers,0.437,0.563,0.0,-0.4767
you have to change their diapers,i have to feed them,0.0,1.0,0.0,0.0
i have to feed them,are you looking for another job,0.0,1.0,0.0,0.0
are you looking for another job,no im looking for another family,0.0,1.0,0.0,0.0
no im looking for another family,another family,0.306,0.694,0.0,-0.296
another family,a family with only one baby,0.0,1.0,0.0,0.0
a family with only one baby,thats a good idea,0.0,1.0,0.0,0.0
i need a job,what was your last job,0.0,1.0,0.0,0.0
what was your last job,i was a painter,0.0,1.0,0.0,0.0
i was a painter,what happened,0.0,1.0,0.0,0.0
what happened,i got laid off because there was no work,0.0,1.0,0.0,0.0
i got laid off because there was no work,what else can you do,0.239,0.761,0.0,-0.296
what else can you do,im a handyman,0.0,1.0,0.0,0.0
im a handyman,can you fix a dripping faucet in a kitchen sink,0.0,1.0,0.0,0.0
can you fix a dripping faucet in a kitchen sink,of course,0.0,1.0,0.0,0.0
of course,then i have a job for you in my kitchen,0.0,1.0,0.0,0.0
then i have a job for you in my kitchen,it will cost you only plus parts,0.0,1.0,0.0,0.0
it will cost you only plus parts,okay that sounds like a fair price,0.0,1.0,0.0,0.0
what would you do if you lost your job,i have no idea ive been here for years,0.223,0.777,0.0,-0.3182
i have no idea ive been here for years,do you have any other skills,0.216,0.784,0.0,-0.296
do you have any other skills,well i know how to flip hamburgers,0.0,1.0,0.0,0.0
well i know how to flip hamburgers,no one would hire you to flip hamburgers,0.0,0.704,0.296,0.2732
no one would hire you to flip hamburgers,have you heard something that youre not telling me,0.239,0.761,0.0,-0.296
have you heard something that youre not telling me,what do you mean,0.0,1.0,0.0,0.0
what do you mean,are there going to be layoffs at this place,0.0,1.0,0.0,0.0
are there going to be layoffs at this place,i certainly hope not,0.0,1.0,0.0,0.0
i certainly hope not,if you got laid off youd be flipping hamburgers too,0.0,0.152,0.848,0.68
if you got laid off youd be flipping hamburgers too,oh great we could both work at burger king,0.0,1.0,0.0,0.0
oh great we could both work at burger king,maybe wed get laid off there too,0.0,0.661,0.339,0.6249
do your students ever talk about their jobs,yes and they ask me what jobs are the best,0.0,1.0,0.0,0.0
yes and they ask me what jobs are the best,i tell my students to become a teacher,0.0,0.537,0.463,0.7845
i tell my students to become a teacher,teaching is a great job,0.0,1.0,0.0,0.0
teaching is a great job,its the best job ive ever had,0.0,0.423,0.577,0.6249
its the best job ive ever had,what makes it so good,0.0,0.588,0.412,0.6369
what makes it so good,for me its the students,0.0,0.517,0.483,0.5777
for me its the students,what do you mean,0.0,1.0,0.0,0.0
what do you mean,i mean i have wonderful students,0.0,1.0,0.0,0.0
i mean i have wonderful students,that must be nice,0.0,0.448,0.552,0.5719
that must be nice,teaching is the best part of my whole day,0.0,0.517,0.483,0.4215
teaching is the best part of my whole day,youre a lucky man to have a job you love,0.0,0.656,0.344,0.6369
boy im glad that job is finished,how long did it take,0.0,0.667,0.333,0.4588
how long did it take,four hours without a break,0.0,1.0,0.0,0.0
four hours without a break,its always nice to finish a job,0.0,1.0,0.0,0.0
its always nice to finish a job,well its good and bad,0.0,0.641,0.359,0.4215
well its good and bad,whats bad about it,0.333,0.19,0.476,0.128
whats bad about it,when you finish all you do is start another job,0.538,0.462,0.0,-0.5423
when you finish all you do is start another job,yes thats right it does get boring,0.0,1.0,0.0,0.0
yes thats right it does get boring,especially if its the same work over and over,0.23,0.5,0.27,0.1027
especially if its the same work over and over,but thats what most people do,0.0,1.0,0.0,0.0
but thats what most people do,yes i guess most of us are stuck in a routine,0.0,1.0,0.0,0.0
yes i guess most of us are stuck in a routine,i wonder if there is any job that you dont repeat over and over,0.171,0.598,0.231,0.1779
i think i have the worst boss in the world,what makes him so bad,0.369,0.631,0.0,-0.6249
what makes him so bad,hes rude and he yells a lot,0.529,0.471,0.0,-0.6696
hes rude and he yells a lot,thats hard to take,0.375,0.625,0.0,-0.4588
thats hard to take,ive never heard him say please or thank you,0.318,0.682,0.0,-0.1027
ive never heard him say please or thank you,he sounds like a real jerk,0.0,0.593,0.407,0.5859
he sounds like a real jerk,no one at work likes him,0.304,0.38,0.316,0.0258
no one at work likes him,cant you report him to his supervisor,0.244,0.444,0.311,0.1531
cant you report him to his supervisor,of course not if i do that ill lose my job,0.0,1.0,0.0,0.0
of course not if i do that ill lose my job,yes they dont like troublemakers or complainers,0.231,0.769,0.0,-0.4019
yes they dont like troublemakers or complainers,i cant quit because im making a good salary,0.346,0.236,0.418,0.2306
i cant quit because im making a good salary,you shouldnt choose money over happiness,0.0,0.674,0.326,0.4404
what are we going to do,about what,0.0,1.0,0.0,0.0
about what,about finding a job for me,0.0,1.0,0.0,0.0
about finding a job for me,you dont need a job i make enough money for both of us,0.0,1.0,0.0,0.0
you dont need a job i make enough money for both of us,that doesnt matter i dont want to sit around,0.0,1.0,0.0,0.0
that doesnt matter i dont want to sit around,okay what kind of job do you want,0.13,0.728,0.141,0.0233
okay what kind of job do you want,im not sure,0.0,0.652,0.348,0.296
im not sure,well you should do something that you enjoy,0.495,0.505,0.0,-0.2411
well you should do something that you enjoy,i enjoy selling i was born to sell,0.0,0.531,0.469,0.6486
i enjoy selling i was born to sell,okay what do you want to sell,0.0,0.61,0.39,0.4939
okay what do you want to sell,cigarette lighters ill make a fortune,0.0,0.61,0.39,0.296
cigarette lighters ill make a fortune,but you hate cigarettes and you hate smoking,0.0,1.0,0.0,0.0
a new hotel is looking for workers,yes i saw it on the tv news,0.0,1.0,0.0,0.0
yes i saw it on the tv news,they need new workers,0.0,0.69,0.31,0.4019
they need new workers,and people showed up,0.0,1.0,0.0,0.0
and people showed up,so many people are out of work,0.0,1.0,0.0,0.0
so many people are out of work,i still have my job thank goodness,0.0,1.0,0.0,0.0
i still have my job thank goodness,so do i but im worried,0.0,0.421,0.579,0.6705
so do i but im worried,me too there are no guarantees,0.359,0.641,0.0,-0.4215
me too there are no guarantees,if you lose your job you can move in with me,0.306,0.694,0.0,-0.296
if you lose your job you can move in with me,oh thank you thats very nice of you,0.213,0.787,0.0,-0.4019
oh thank you thats very nice of you,you would do the same for me,0.0,0.518,0.482,0.6801
you would do the same for me,of course what are friends for,0.0,1.0,0.0,0.0
i think i did something real stupid,what did you do,0.459,0.541,0.0,-0.5267
what did you do,i bought some stock,0.0,1.0,0.0,0.0
i bought some stock,everybody buys stock,0.0,1.0,0.0,0.0
everybody buys stock,i bought it on a hunch,0.0,1.0,0.0,0.0
i bought it on a hunch,you didnt read about the company first,0.0,1.0,0.0,0.0
you didnt read about the company first,i didnt have to its been in business for years,0.0,1.0,0.0,0.0
i didnt have to its been in business for years,so whats the problem,0.0,1.0,0.0,0.0
so whats the problem,i used all my savings on this one company,0.497,0.503,0.0,-0.4522
i used all my savings on this one company,you put all your eggs into one basket,0.0,1.0,0.0,0.0
you put all your eggs into one basket,if the company goes out of business ill have nothing,0.0,1.0,0.0,0.0
if the company goes out of business ill have nothing,oh youll have somethingyoull have a lesson youll never forget,0.0,1.0,0.0,0.0
i was going to be a doctor,what happened to your plans,0.0,1.0,0.0,0.0
what happened to your plans,i got a d in college chemistry,0.0,1.0,0.0,0.0
i got a d in college chemistry,well a d is better than an f,0.0,1.0,0.0,0.0
well a d is better than an f,a tutor helped me get the d,0.0,0.444,0.556,0.6124
a tutor helped me get the d,so you didnt become a doctor,0.0,1.0,0.0,0.0
so you didnt become a doctor,and now im glad that i didnt,0.0,1.0,0.0,0.0
and now im glad that i didnt,whys that,0.0,0.625,0.375,0.4588
whys that,a hospital is the most dangerous place in the world,0.0,1.0,0.0,0.0
a hospital is the most dangerous place in the world,oh yes because of all the killer germs,0.298,0.702,0.0,-0.5256
oh yes because of all the killer germs,if youre a smart doctor you stay away from hospitals,0.331,0.462,0.208,-0.3818
if youre a smart doctor you stay away from hospitals,yes the smart doctors are those tv news doctorsno hospitals no patients,0.0,0.748,0.252,0.4019
i want to be a mail carrier when i grow up,why,0.0,0.843,0.157,0.0772
why,because you get to meet a lot of people,0.0,1.0,0.0,0.0
because you get to meet a lot of people,you sure do,0.0,1.0,0.0,0.0
you sure do,and you get a lot of exercise every day,0.0,0.465,0.535,0.3182
and you get a lot of exercise every day,thats the truth,0.0,1.0,0.0,0.0
thats the truth,and you get to play with a lot of dogs,0.0,0.465,0.535,0.3182
and you get to play with a lot of dogs,well youre supposed to be working,0.0,0.769,0.231,0.34
well youre supposed to be working,yes but i will always pet the friendly dogs,0.0,0.704,0.296,0.2732
yes but i will always pet the friendly dogs,what about the unfriendly dogs,0.0,0.494,0.506,0.7311
what about the unfriendly dogs,i think if you are friendly to dogs they are friendly to you,0.385,0.615,0.0,-0.3612
i think if you are friendly to dogs they are friendly to you,dogs are like peoplenot all of them are friendly,0.0,0.61,0.39,0.7506
i want to move to new york,to the state or the city,0.0,0.794,0.206,0.0772
to the state or the city,to the city of course,0.0,1.0,0.0,0.0
to the city of course,why do you want to move there,0.0,1.0,0.0,0.0
why do you want to move there,because i want to make a lot of money,0.0,0.822,0.178,0.0772
because i want to make a lot of money,there are a lot of poor people in new york,0.0,0.822,0.178,0.0772
there are a lot of poor people in new york,there sure areat least a million,0.279,0.721,0.0,-0.4767
there sure areat least a million,so how do you plan to become rich,0.0,0.635,0.365,0.3182
so how do you plan to become rich,i will knock on the doors of all the corporations,0.0,0.66,0.34,0.5574
i will knock on the doors of all the corporations,that wont make you rich nobody will talk to you,0.0,1.0,0.0,0.0
that wont make you rich nobody will talk to you,i will keep knocking on doors,0.245,0.755,0.0,-0.4449
i will keep knocking on doors,all you will get is sore knuckles,0.0,1.0,0.0,0.0
i love salads,me too,0.0,0.192,0.808,0.6369
me too,i usually eat a simple salad,0.0,1.0,0.0,0.0
i usually eat a simple salad,what do you put in it,0.0,1.0,0.0,0.0
what do you put in it,just lettuce tomato and celery,0.0,1.0,0.0,0.0
just lettuce tomato and celery,thats it,0.0,1.0,0.0,0.0
thats it,i add some pepper and salt,0.0,1.0,0.0,0.0
i add some pepper and salt,i always put cheese in my salads,0.0,1.0,0.0,0.0
i always put cheese in my salads,yes cheese is nice,0.0,1.0,0.0,0.0
yes cheese is nice,what kind of dressing do you use,0.0,0.267,0.733,0.6705
what kind of dressing do you use,i pour lots of french dressing on top,0.0,1.0,0.0,0.0
i pour lots of french dressing on top,me too french dressing is so delicious who cares about calories,0.0,0.769,0.231,0.2023
i love cheese,me too,0.0,0.192,0.808,0.6369
me too,where does cheese come from,0.0,1.0,0.0,0.0
where does cheese come from,it comes from cows,0.0,1.0,0.0,0.0
it comes from cows,so we get cheese from cows and we get milk too,0.0,1.0,0.0,0.0
so we get cheese from cows and we get milk too,yes we do,0.0,1.0,0.0,0.0
yes we do,what else do we get from cows,0.0,0.426,0.574,0.4019
what else do we get from cows,we get hamburgers and steak,0.0,1.0,0.0,0.0
we get hamburgers and steak,oh thats so delicious,0.0,1.0,0.0,0.0
oh thats so delicious,we also get leather,0.0,0.388,0.612,0.6948
we also get leather,we get a lot of things from cows dont we,0.0,1.0,0.0,0.0
we get a lot of things from cows dont we,yes a cow is mans best friend,0.0,1.0,0.0,0.0
i used to work in a deli,how did you like it,0.0,1.0,0.0,0.0
how did you like it,i loved it,0.0,0.615,0.385,0.3612
i loved it,did you get free food,0.0,0.193,0.807,0.636
did you get free food,i ate free cheese and meat every day,0.0,0.548,0.452,0.5106
i ate free cheese and meat every day,that sounds like a great job,0.0,0.645,0.355,0.5106
that sounds like a great job,whatever a customer ordered i sliced off a little more for me,0.0,0.312,0.688,0.765
whatever a customer ordered i sliced off a little more for me,did you get fat,0.0,1.0,0.0,0.0
did you get fat,no but i did put on a few pounds,0.0,1.0,0.0,0.0
no but i did put on a few pounds,that sounds like a dream job,0.211,0.789,0.0,-0.1531
that sounds like a dream job,it was until one day my manager caught me,0.0,0.4,0.6,0.5423
it was until one day my manager caught me,no more free cheese for you huh,0.0,1.0,0.0,0.0
im on a new diet,what are you eating now,0.0,1.0,0.0,0.0
what are you eating now,i switched from pasta to potatoes,0.0,1.0,0.0,0.0
i switched from pasta to potatoes,why did you do that,0.0,1.0,0.0,0.0
why did you do that,pasta is processed food potatoes are natural food,0.0,1.0,0.0,0.0
pasta is processed food potatoes are natural food,natural food has more vitamins,0.0,0.737,0.263,0.3612
natural food has more vitamins,and its just as easy to prepare,0.0,0.615,0.385,0.3612
and its just as easy to prepare,how do you prepare the potatoes,0.0,0.674,0.326,0.4404
how do you prepare the potatoes,i wash them and then steam them for minutes,0.0,1.0,0.0,0.0
i wash them and then steam them for minutes,thats pretty simple,0.0,1.0,0.0,0.0
thats pretty simple,then i add butter salt and pepper,0.0,0.385,0.615,0.4939
then i add butter salt and pepper,can i have all those cans of tomato sauce you bought for your pasta,0.0,1.0,0.0,0.0
my girlfriends mom got mad at me at the dinner table,why was that,0.242,0.758,0.0,-0.4939
why was that,i sprinkled salt and pepper on the food before i tasted it,0.0,1.0,0.0,0.0
i sprinkled salt and pepper on the food before i tasted it,whats the matter with that,0.0,1.0,0.0,0.0
whats the matter with that,her mom is a great cook,0.0,0.784,0.216,0.0258
her mom is a great cook,so a little salt and pepper never hurt anything,0.0,0.494,0.506,0.6249
so a little salt and pepper never hurt anything,it hurt her feelings,0.0,0.716,0.284,0.4168
it hurt her feelings,oh,0.531,0.469,0.0,-0.5267
oh,i apologized to her but i could tell she was still upset,0.0,1.0,0.0,0.0
i apologized to her but i could tell she was still upset,maybe you shouldnt eat there again,0.261,0.613,0.126,-0.4118
maybe you shouldnt eat there again,im sure everything will be okay in a day or two,0.0,1.0,0.0,0.0
im sure everything will be okay in a day or two,its your girlfriends fault she should have warned you,0.0,0.656,0.344,0.4939
i eat the same thing every day,youre kidding,0.0,1.0,0.0,0.0
youre kidding,no im serious,0.0,0.417,0.583,0.1027
no im serious,doesnt that get old,0.778,0.222,0.0,-0.3612
doesnt that get old,no because im eating food that i like,0.0,1.0,0.0,0.0
no because im eating food that i like,but the same thing day after day gets old,0.227,0.515,0.258,0.0772
but the same thing day after day gets old,well i guess if it ever does get old ill change to something different,0.0,1.0,0.0,0.0
well i guess if it ever does get old ill change to something different,do you eat fruits and vegetables every day,0.0,0.851,0.149,0.2732
do you eat fruits and vegetables every day,no i hate vegetables,0.0,1.0,0.0,0.0
no i hate vegetables,but you eat fruits,0.855,0.145,0.0,-0.7096
but you eat fruits,i eat two apples one banana and one orange every day,0.0,1.0,0.0,0.0
i eat two apples one banana and one orange every day,well theres nothing wrong with that,0.0,1.0,0.0,0.0
theres something wrong with my orange,whats wrong,0.383,0.617,0.0,-0.4767
whats wrong,its not orange,0.756,0.244,0.0,-0.4767
its not orange,your orange isnt orange,0.0,1.0,0.0,0.0
your orange isnt orange,no its dark pink,0.0,1.0,0.0,0.0
no its dark pink,are you sure i never heard of such a thing,0.454,0.546,0.0,-0.3595
are you sure i never heard of such a thing,i just peeled it and im looking at it right now,0.0,0.753,0.247,0.3182
i just peeled it and im looking at it right now,let me see yes youre right your orange is pink,0.0,1.0,0.0,0.0
let me see yes youre right your orange is pink,who ever heard of such a thing,0.0,0.769,0.231,0.4019
who ever heard of such a thing,oh look heres the little sticker that was on it its called a pink navel,0.0,1.0,0.0,0.0
oh look heres the little sticker that was on it its called a pink navel,what is this world coming to,0.0,1.0,0.0,0.0
what is this world coming to,who knows maybe soon well have pink bananas,0.0,1.0,0.0,0.0
i love peanuts,me too i love them roasted and salted,0.0,0.192,0.808,0.6369
me too i love them roasted and salted,i love boiled peanuts,0.0,0.588,0.412,0.6369
i love boiled peanuts,boiled i never heard of that,0.0,0.323,0.677,0.6369
boiled i never heard of that,just boil raw peanuts in salt water until the shells are soft,0.0,1.0,0.0,0.0
just boil raw peanuts in salt water until the shells are soft,ill have to try them sometime,0.0,1.0,0.0,0.0
ill have to try them sometime,theyre best when theyre hot,0.0,1.0,0.0,0.0
theyre best when theyre hot,my brother is allergic to peanuts,0.0,0.488,0.512,0.6369
my brother is allergic to peanuts,thats not good,0.306,0.694,0.0,-0.296
thats not good,no it isnt he almost died when he was little,0.546,0.454,0.0,-0.3412
no it isnt he almost died when he was little,i guess he has to be very careful about what he eats,0.17,0.62,0.21,0.1298
i guess he has to be very careful about what he eats,he has a very strict diet,0.0,0.841,0.159,0.2247
im gaining weight,how much have you gained,0.0,0.417,0.583,0.4215
how much have you gained,three pounds just this month,0.0,0.606,0.394,0.3818
three pounds just this month,do you know why,0.0,1.0,0.0,0.0
do you know why,i think its the ice cream,0.0,1.0,0.0,0.0
i think its the ice cream,you started eating ice cream,0.0,1.0,0.0,0.0
you started eating ice cream,it was on sale,0.0,1.0,0.0,0.0
it was on sale,how much did you buy,0.0,1.0,0.0,0.0
how much did you buy,i filled up my freezer with ice cream,0.0,1.0,0.0,0.0
i filled up my freezer with ice cream,well it wont last forever,0.0,1.0,0.0,0.0
well it wont last forever,no i figure ill finish it all by next week,0.0,0.656,0.344,0.2732
no i figure ill finish it all by next week,then you can start losing weight if there isnt another sale,0.216,0.784,0.0,-0.296
im stuffed,of course you are you ate everything on the table,0.0,1.0,0.0,0.0
of course you are you ate everything on the table,i dont like to eat leftovers,0.0,1.0,0.0,0.0
i dont like to eat leftovers,im glad to hear theres something you dont like to eat,0.345,0.655,0.0,-0.2755
im glad to hear theres something you dont like to eat,i like my food hot and fresh,0.15,0.638,0.213,0.224
i like my food hot and fresh,you like to see it disappear,0.0,0.455,0.545,0.5859
you like to see it disappear,i dont like it reheated,0.226,0.476,0.298,0.1531
i dont like it reheated,well youll have hot fresh food tomorrow night,0.413,0.587,0.0,-0.2755
well youll have hot fresh food tomorrow night,im so full im going to burst,0.0,0.577,0.423,0.5267
im so full im going to burst,you should loosen your belt,0.0,1.0,0.0,0.0
you should loosen your belt,i already loosened my belt and unbuttoned my pants,0.0,1.0,0.0,0.0
i already loosened my belt and unbuttoned my pants,well dont stand up please,0.0,1.0,0.0,0.0
i saw what you did,i didnt do anything,0.0,1.0,0.0,0.0
i didnt do anything,oh yes you did,0.0,1.0,0.0,0.0
oh yes you did,what are you talking about,0.0,0.526,0.474,0.4019
what are you talking about,you know what im talking about,0.0,1.0,0.0,0.0
you know what im talking about,i dont have any idea,0.0,1.0,0.0,0.0
i dont have any idea,you know what you did,0.0,1.0,0.0,0.0
you know what you did,maybe i know but how could you know,0.0,1.0,0.0,0.0
maybe i know but how could you know,because i was watching you,0.0,1.0,0.0,0.0
because i was watching you,okay im sorry i did it,0.0,1.0,0.0,0.0
okay im sorry i did it,dont drink milk out of the carton use a glass,0.21,0.484,0.306,0.1531
dont drink milk out of the carton use a glass,i promise ill never drink out of the carton again,0.0,1.0,0.0,0.0
i like that shirt,so do i,0.0,0.444,0.556,0.3612
so do i,how much is it,0.0,1.0,0.0,0.0
how much is it,i dont know the tag is missing,0.0,1.0,0.0,0.0
i dont know the tag is missing,ask the clerk,0.306,0.694,0.0,-0.296
ask the clerk,i will,0.0,1.0,0.0,0.0
i will,oh look heres another shirt just like it,0.0,1.0,0.0,0.0
oh look heres another shirt just like it,does it have a price tag,0.0,0.737,0.263,0.3612
does it have a price tag,yes it does its only,0.0,1.0,0.0,0.0
yes it does its only,thats a great price,0.0,0.649,0.351,0.4019
thats a great price,i think ill buy both of them,0.0,0.328,0.672,0.6249
i think ill buy both of them,youd better try them on first,0.0,1.0,0.0,0.0
i bought you a pair of pants,thank you,0.0,1.0,0.0,0.0
thank you,i hope they fit,0.0,0.286,0.714,0.3612
i hope they fit,i hope you kept the receipt,0.0,0.156,0.844,0.6597
i hope you kept the receipt,you think they wont fit,0.0,0.58,0.42,0.4404
you think they wont fit,i think ive put on some weight,0.345,0.655,0.0,-0.2755
i think ive put on some weight,you think,0.0,1.0,0.0,0.0
you think,maybe a pound or two,0.0,1.0,0.0,0.0
maybe a pound or two,maybe four or five pounds,0.0,1.0,0.0,0.0
maybe four or five pounds,my waist is bigger than it was,0.0,1.0,0.0,0.0
my waist is bigger than it was,no problem these pants have an elastic waistband,0.0,1.0,0.0,0.0
no problem these pants have an elastic waistband,you are so smart,0.45,0.55,0.0,-0.5994
what do we need to buy,let me look at our list,0.0,1.0,0.0,0.0
let me look at our list,i know that we need milk,0.0,1.0,0.0,0.0
i know that we need milk,nonfat,0.0,1.0,0.0,0.0
nonfat,of course what else,0.0,1.0,0.0,0.0
of course what else,we need cheese bread and ham,0.0,1.0,0.0,0.0
we need cheese bread and ham,what kind of cheese,0.0,1.0,0.0,0.0
what kind of cheese,swiss,0.0,1.0,0.0,0.0
swiss,of course the cheese with holes in it,0.0,1.0,0.0,0.0
of course the cheese with holes in it,i never used to buy swiss cheese,0.0,1.0,0.0,0.0
i never used to buy swiss cheese,why not,0.0,1.0,0.0,0.0
why not,i didnt want to pay for the holes,0.0,1.0,0.0,0.0
i need some pants,i thought you just bought a pair,0.0,1.0,0.0,0.0
i thought you just bought a pair,i did,0.0,1.0,0.0,0.0
i did,whats wrong with them so soon,0.0,1.0,0.0,0.0
whats wrong with them so soon,the pants are fine but the pocket has a huge hole in it,0.383,0.617,0.0,-0.4767
the pants are fine but the pocket has a huge hole in it,you shouldnt carry your keys and pens in your pocket,0.0,0.697,0.303,0.5187
you shouldnt carry your keys and pens in your pocket,but thats what pockets are for,0.0,1.0,0.0,0.0
but thats what pockets are for,you should carry them in a purse,0.0,1.0,0.0,0.0
you should carry them in a purse,im a man and men dont carry purses,0.0,1.0,0.0,0.0
im a man and men dont carry purses,well you should buy pants with stronger pockets,0.0,1.0,0.0,0.0
well you should buy pants with stronger pockets,i would if i could find someone who makes strong pockets,0.0,0.561,0.439,0.5719
i would if i could find someone who makes strong pockets,try a google search online,0.0,0.708,0.292,0.5106
what are those wipes for,you use them to wipe the handle of the shopping cart,0.0,1.0,0.0,0.0
you use them to wipe the handle of the shopping cart,thats a great idea,0.0,1.0,0.0,0.0
thats a great idea,yes all the markets just started offering wipes to shoppers,0.0,0.328,0.672,0.6249
yes all the markets just started offering wipes to shoppers,im going to take five wipes,0.0,0.769,0.231,0.4019
im going to take five wipes,what do you need five of them for,0.0,1.0,0.0,0.0
what do you need five of them for,one to wipe the handle and the others to wipe the produce,0.0,1.0,0.0,0.0
one to wipe the handle and the others to wipe the produce,whats the matter with the produce,0.0,1.0,0.0,0.0
whats the matter with the produce,do you think the bananas fell from the sky,0.0,0.82,0.18,0.0258
do you think the bananas fell from the sky,what do you mean,0.0,1.0,0.0,0.0
what do you mean,i mean someone used their dirty hands to pick the bananas the apples and the oranges,0.0,1.0,0.0,0.0
i mean someone used their dirty hands to pick the bananas the apples and the oranges,well you better save a wipe for the dirty dollar bills youre going to pay with,0.172,0.828,0.0,-0.4404
did you go to the cents store,yes i did,0.0,1.0,0.0,0.0
yes i did,what did you buy,0.0,0.27,0.73,0.4019
what did you buy,well i got a lot of good deals as usual,0.0,1.0,0.0,0.0
well i got a lot of good deals as usual,like what,0.0,0.545,0.455,0.6124
like what,well a dozen large eggs were only cents,0.0,0.286,0.714,0.3612
well a dozen large eggs were only cents,thats a good deal,0.0,0.769,0.231,0.2732
thats a good deal,and a onepound tub of soft butter was the same price,0.0,0.408,0.592,0.4404
and a onepound tub of soft butter was the same price,another good deal,0.0,1.0,0.0,0.0
another good deal,but the best deal was five pounds of potatoes for cents,0.0,0.408,0.592,0.4404
but the best deal was five pounds of potatoes for cents,i dont know how that store makes money,0.0,0.655,0.345,0.7783
i dont know how that store makes money,neither do i but theyre doing something right,0.0,1.0,0.0,0.0
i need a new computer,whats the matter with yours,0.0,1.0,0.0,0.0
whats the matter with yours,its six years old,0.0,0.784,0.216,0.0258
its six years old,thats pretty old,0.0,1.0,0.0,0.0
thats pretty old,it still works but im going to give it to a charity,0.0,0.385,0.615,0.4939
it still works but im going to give it to a charity,are you going to buy a desktop or laptop,0.0,0.73,0.27,0.5719
are you going to buy a desktop or laptop,oh a laptop of course,0.0,1.0,0.0,0.0
oh a laptop of course,a pc or a mac,0.0,1.0,0.0,0.0
a pc or a mac,i havent decided yet,0.0,1.0,0.0,0.0
i havent decided yet,more and more people are using macs,0.0,1.0,0.0,0.0
more and more people are using macs,but percent of the world uses pcs,0.0,1.0,0.0,0.0
but percent of the world uses pcs,and thats not going to change anytime soon,0.0,1.0,0.0,0.0
i got ripped off,what happened,0.0,1.0,0.0,0.0
what happened,i had a car problem so i went online,0.0,1.0,0.0,0.0
i had a car problem so i went online,did you find a solution,0.351,0.649,0.0,-0.4019
did you find a solution,yes i did a site i went to said they would send me the solution,0.0,0.566,0.434,0.3182
yes i did a site i went to said they would send me the solution,so whats the problem,0.0,0.667,0.333,0.6124
so whats the problem,i sent them using my credit card but they never sent me the solution,0.497,0.503,0.0,-0.4522
i sent them using my credit card but they never sent me the solution,what are you going to do,0.0,0.716,0.284,0.5789
what are you going to do,i sent them an email asking for my money back,0.0,1.0,0.0,0.0
i sent them an email asking for my money back,have you heard from them,0.0,1.0,0.0,0.0
have you heard from them,not yet its been a week,0.0,1.0,0.0,0.0
not yet its been a week,well i guess thats a lesson for you,0.0,1.0,0.0,0.0
wheres the pencil sharpener,which one,0.0,1.0,0.0,0.0
which one,any one i need to sharpen this pencil,0.0,1.0,0.0,0.0
any one i need to sharpen this pencil,i think theres one on the dining room table,0.0,1.0,0.0,0.0
i think theres one on the dining room table,i already looked there,0.0,1.0,0.0,0.0
i already looked there,did you look in the desk drawer,0.0,1.0,0.0,0.0
did you look in the desk drawer,yes i looked there too,0.0,1.0,0.0,0.0
yes i looked there too,dont we have about five sharpeners,0.0,0.526,0.474,0.4019
dont we have about five sharpeners,yes but they seem to have legs,0.0,1.0,0.0,0.0
yes but they seem to have legs,tomorrow im going to buy an electric sharpener,0.0,0.764,0.236,0.2144
tomorrow im going to buy an electric sharpener,get one with the rubber suction cups on the bottom,0.0,1.0,0.0,0.0
get one with the rubber suction cups on the bottom,yes that way it will stay where i put it,0.0,1.0,0.0,0.0
im trying to stretch my dollars,how are you doing that,0.0,1.0,0.0,0.0
how are you doing that,i started shopping at the dollar store,0.0,1.0,0.0,0.0
i started shopping at the dollar store,that saves a lot of money,0.0,1.0,0.0,0.0
that saves a lot of money,i bought three pounds of potatoes for a dollar,0.0,1.0,0.0,0.0
i bought three pounds of potatoes for a dollar,thats a good deal,0.0,1.0,0.0,0.0
thats a good deal,yes even though some of the potatoes had eyes,0.0,0.408,0.592,0.4404
yes even though some of the potatoes had eyes,just put them in the fridge,0.0,0.748,0.252,0.4019
just put them in the fridge,also i bought a can of cheap coffee and a bag of good coffee,0.0,1.0,0.0,0.0
also i bought a can of cheap coffee and a bag of good coffee,why did you do that,0.0,0.775,0.225,0.4404
why did you do that,i mixed them together,0.0,1.0,0.0,0.0
i mixed them together,if the coffee still tastes okay thats a good idea,0.0,1.0,0.0,0.0
i really like this house,can we afford it,0.0,0.518,0.482,0.4201
can we afford it,they want percent down,0.0,1.0,0.0,0.0
they want percent down,thats a lot of money,0.0,0.755,0.245,0.0772
thats a lot of money,but the house is so nice,0.0,1.0,0.0,0.0
but the house is so nice,its in a great neighborhood,0.0,0.504,0.496,0.7118
its in a great neighborhood,its close to the beach,0.0,0.423,0.577,0.6249
its close to the beach,its close to the freeways,0.0,1.0,0.0,0.0
its close to the freeways,its got a big yard,0.0,1.0,0.0,0.0
its got a big yard,the kids love the house too,0.0,1.0,0.0,0.0
the kids love the house too,if we dont buy it someone else will,0.0,0.543,0.457,0.6369
if we dont buy it someone else will,youre right lets buy it now we can worry later,0.0,1.0,0.0,0.0
we cant afford this house,are you sure,0.0,1.0,0.0,0.0
are you sure,we will be house rich but cash poor,0.0,0.465,0.535,0.3182
